"","id_no","Range_size","binomial"
"1697","13216",83012682.7169791,"Mesocapromys auritus"
"1698","13217",3843945079.15178,"Mesocapromys nanus"
"1700","13218",9012261.08590961,"Mesocapromys sanfelipensis"
"1702","13219",4704206283.7302,"Mesocricetus auratus"
"1703","13220",732898014872.721,"Mesocricetus brandti"
"1704","13221",38236103140.8287,"Mesocricetus newtoni"
"1705","13222",141380802988.79,"Mesocricetus raddei"
"1706","13233",3605571717245.5,"Makalata didelphoides"
"1707","13234",4948976376279.53,"Mesomys hispidus"
"1708","13235",801266460.522611,"Mesomys leniceps"
"1709","13237",437362907769.516,"Mesomys stimulax"
"1710","13240",8817651770763.17,"Mesophylla macconnelli"
"1712","13296",213003014515.057,"Marmosa alstoni"
"1713","13297",1301221759783.92,"Marmosa constantiae"
"1714","13319",1741369307170.96,"Microcavia australis"
"1715","13320",155322589472.58,"Microcavia niata"
"1716","13321",20781772765.2147,"Microcavia shiptoni"
"1717","13323",90416562340.2941,"Microcebus murinus"
"1718","13325",31213797309.6143,"Microcebus myoxinus"
"1719","13332",21628348759.9557,"Microdillus peeli"
"1720","13343",77835525392.45,"Microgale gracilis"
"1721","13344",1048639890.57852,"Microgale longicaudata"
"1722","13349",92421460041.7844,"Microgale parvula"
"1723","13350",89104731275.3951,"Microgale principula"
"1724","13355",22816237335.2644,"Microgale thomasi"
"1725","13356",9465518214.36968,"Microgale dryas"
"1726","13373",18260734143342,"Micromys minutus"
"1727","13375",1037073237692.8,"Glyphonycteris behnii"
"1728","13376",3852822916553.76,"Lampronycteris brachyotis"
"1730","13377",4659985909699.49,"Glyphonycteris daviesi"
"1731","13378",6515654583112.75,"Micronycteris hirsuta"
"1732","13379",12094005793514.6,"Micronycteris megalotis"
"1738","13380",12093262251375.5,"Micronycteris minuta"
"1741","13381",4254407178657.95,"Trinycteris nicefori"
"1743","13382",9047871220.66958,"Neonycteris pusilla"
"1744","13383",6504802199151.75,"Micronycteris schmidtorum"
"1746","13384",6011996714659.5,"Glyphonycteris sylvestris"
"1748","13389",607819673.522218,"Microperoryctes murina"
"1749","13390",19193604686.85,"Microperoryctes papuensis"
"1750","13393",7414934026.85352,"Micropotamogale lamottei"
"1752","13394",52418555246.773,"Micropotamogale ruwenzorii"
"1753","13401",203384383890.299,"Micropteropus intermedius"
"1754","13402",5380916583092.57,"Micropteropus pusillus"
"1755","13407",201805637362.438,"Microryzomys altissimus"
"1756","13408",638218249174.832,"Microryzomys minutus"
"1757","13409",117452387543.61,"Microsciurus alfari"
"1758","13410",1838393842215.33,"Microsciurus flaviventer"
"1760","13411",160232906249.79,"Microsciurus mimulus"
"1761","13412",157532714613.849,"Microsciurus santanderensis"
"1762","13417",1894926.90406442,"Microtus breweri"
"1763","13418",119783941114.013,"Microtus cabrerae"
"1765","13425",329121431.231776,"Microtus abbreviatus"
"1766","13426",10818748534628.8,"Microtus agrestis"
"1767","13427",287643374526.306,"Microtus californicus"
"1768","13428",194264890852.618,"Microtus daghestanicus"
"1769","13429",5489318071.98458,"Microtus evoronensis"
"1770","13430",1970775626462.16,"Microtus fortis"
"1771","13431",4537960049281.77,"Microtus gregalis"
"1772","13432",23886480598.7598,"Microtus guatemalensis"
"1773","13433",2134341992575.28,"Microtus hyperboreus"
"1774","13434",1644528281.89794,"Microtus irani"
"1775","13435",635022111203.377,"Neodon irene"
"1776","13436",311957621963.789,"Neodon juldaschi"
"1777","13437",9151781262.88911,"Microtus kermanensis"
"1778","13438",244615015779.387,"Microtus ilaeus"
"1779","13439",2268412398198.1,"Phaiomys leucurus"
"1780","13440",933444717432.493,"Microtus limnophilus"
"1781","13442",1644298951366.05,"Microtus maximowiczii"
"1782","13443",854502192275.74,"Microtus mexicanus"
"1783","13444",1695254597799.4,"Microtus middendorffii"
"1784","13445",1040262200882.41,"Microtus mongolicus"
"1785","13446",235353968744.103,"Microtus montebelli"
"1786","13447",4599895596.81338,"Microtus mujanensis"
"1787","13448",17955382224.2564,"Microtus nasarovi"
"1788","13449",640167285.198261,"Microtus oaxacensis"
"1789","13451",18612400575720.8,"Microtus oeconomus"
"1790","13452",11962529197731.7,"Microtus pennsylvanicus"
"1792","13453",29255603025.9015,"Microtus quasiater"
"1793","13454",3855528795694.9,"Microtus levis"
"1796","13455",45125992985.2867,"Microtus sachalinensis"
"1797","13456",21598128582.0631,"Microtus schelkovnikovi"
"1799","13457",159982372786.389,"Neodon sikimensis"
"1800","13458",1912299742264.97,"Microtus socialis"
"1801","13459",11320196551.6468,"Microtus transcaspicus"
"1802","13461",16294383.9686589,"Microtus bavaricus"
"1803","13462",35699474933.3594,"Microtus felteni"
"1804","13463",642654090307.244,"Microtus guentheri"
"1805","13464",18330893340.5179,"Microtus tatricus"
"1806","13486",106710496995.55,"Microtus thomasi"
"1807","13487",213940737024.215,"Microtus townsendii"
"1808","13488",6887239763907.3,"Microtus arvalis"
"1810","13489",2884250576426.3,"Microtus subterraneus"
"1811","13490",135237992846.509,"Microtus multiplex"
"1812","13491",218263081425.419,"Microtus savii"
"1814","13493",531629325460.065,"Microtus duodecimcostatus"
"1815","13494",253376805962.573,"Microtus lusitanicus"
"1816","13508501",203434629.339373,"Rhinopithecus strykeri"
"1817","135161",1389336817526.13,"Sooretamys angouya"
"1818","135164",212135710773.023,"Peromyscus keeni"
"1819","13522",194937986284.468,"Millardia gleadowi"
"1820","13523",30355638023.8652,"Millardia kathleenae"
"1821","13524",4957145.12697082,"Millardia kondana"
"1822","13525",2256646719587.4,"Millardia meltada"
"1823","135429",59668495270.2897,"Saguinus melanoleucus"
"1824","135440",238783549832.545,"Semnopithecus priam"
"1827","135446",215774487124.673,"Ateles fusciceps"
"1829","135458",120390913637.413,"Talpa davidiana"
"1832","135485",4007008568076.8,"Hipposideros vittatus"
"1833","13556",3621311469684.82,"Mimetillus moloneyi"
"1834","13559",4191810500957.7,"Mimon bennettii"
"1835","13560",11136330836455.8,"Mimon crenulatum"
"1837","13572",389552806536.825,"Miopithecus talapoin"
"1838","135724",1580976993694.15,"Apodemus witherbyi"
"1840","135725",5020444902057.28,"Mus musculoides"
"1842","13584",49227231810.9786,"Mirza coquereli"
"1843","13603",886180915.051771,"Mogera tokudae"
"1844","13604",739714540.114248,"Mogera etigo"
"1845","136192",1922507722.29468,"Hipposideros orbiculus"
"1847","136193",8666747658.06739,"Hylomys megalotis"
"1848","136195",698505618971.816,"Rhipidomys emiliae"
"1849","136196",8331727431.17142,"Eothenomys wardi"
"1850","136197",1050409371212.1,"Akodon montensis"
"1851","136198",1223697003.03831,"Brucepattersonius paradisus"
"1852","136199",2972472050.9982,"Microcebus lehilahytsara"
"1853","136200",224612781.222987,"Phalanger matabiru"
"1855","136201",107966743220.846,"Austronomus kuboriensis"
"1856","136202",216556216611.885,"Philander mondolfii"
"1857","136203",608160339474.307,"Platyrrhinus albericoi"
"1858","136204",1666009430604.06,"Myotis dinellii"
"1859","136205",775761454657.253,"Oxymycterus amazonicus"
"1860","136206",59211401.5466535,"Microcebus mamiratra"
"1861","136207",2878493378.08123,"Micronycteris matses"
"1862","136208",3988610226514.35,"Chlorocebus tantalus"
"1863","136209",40218816475.5602,"Pipistrellus hanaki"
"1864","136210",74242523927.3382,"Rhipidomys modicus"
"1865","136211",1186239871.12173,"Aotus jorgehernandezi"
"1866","136212",7016580728.99249,"Galagoides cocos"
"1868","136214",680398846059.674,"Sciurocheirus gabonensis"
"1870","136215",2140593285.72153,"Cratogeomys fulvescens"
"1871","136216",52488475710.9036,"Microtus paradoxus"
"1872","136217",106633252758.314,"Lasiurus pfeifferi"
"1873","136218",274513647.625347,"Ailurops melanotis"
"1875","136219",205745286761.684,"Myotis bucharensis"
"1876","136220",548595783424.42,"Rhogeessa hussoni"
"1877","136221",67215493478.2969,"Trinomys gratiosus"
"1878","136222",24271578533.6192,"Kerodon acrobata"
"1879","136223",146864613721.211,"Genetta bourloni"
"1880","136224",491260492.206266,"Suncus aequatorius"
"1881","136226",5296169124.89225,"Crocidura hilliana"
"1882","136227",31325480495.3665,"Philander deltae"
"1883","136228",41064429158.0865,"Salinomys delicatus"
"1884","136229",1010958201794.66,"Plecotus macrobullaris"
"1886","136230",29007056079.6586,"Echiothrix centrosa"
"1887","136231",699451663305.199,"Spermophilus pallidicauda"
"1888","136232",129434932336.507,"Platyrrhinus ismaeli"
"1889","136234",8816079754.80211,"Ctenomys dorbignyi"
"1890","136235",1307166187.62782,"Cheirogaleus crossleyi"
"1891","136236",683194415.292383,"Neusticomys ferreirai"
"1892","136237",39579490528.2328,"Microtus anatolicus"
"1893","136238",82788975582.7345,"Crocidura tanakae"
"1897","136239",21786699092.2789,"Anoura fistulata"
"1898","136240",570621981078.817,"Kerivoula kachinensis"
"1899","136242",203248422930.924,"Meles anakuma"
"1900","136243",7142443590.60894,"Thylamys tatei"
"1901","136244",27306970498.5661,"Marmosa phaea"
"1902","136245",166428894677.956,"Thrichomys pachyurus"
"1903","136247",82891948783.2355,"Erophylla bombifrons"
"1905","136248",71281841.2352927,"Rhinolophus montanus"
"1906","136249",2517372438.42495,"Cratogeomys planiceps"
"1907","136250",95963106760.7019,"Myotis davidii"
"1908","136251",866351276.569299,"Eliurus danieli"
"1909","136252",6000821405.21137,"Calomyscus grandis"
"1910","136253",38931435976.9222,"Sapajus flavius"
"1911","136254",1884650375.07178,"Lepilemur randrianasoloi"
"1912","136255",1344032412.6927,"Thylogale lanatus"
"1913","136256",119403805858.456,"Trichosurus cunninghami"
"1914","136257",34157023414.4934,"Anourosorex yamashinai"
"1915","136258",58444974868.726,"Geomys knoxjonesi"
"1916","136259",1304117600.33557,"Chodsigoa caovansunga"
"1917","136260",470564415.275806,"Akodon mystax"
"1918","136261",9897855793.3439,"Euneomys fossor"
"1919","136262",527205827572.161,"Hylopetes platyurus"
"1921","136263",708577696.228963,"Lepilemur fleuretae"
"1922","136264",252918033.361969,"Bullimus gamay"
"1924","136265",1517134025502.77,"Chlorocebus sabaeus"
"1925","136266",3105837847.38623,"Mimon koepckeae"
"1926","136267",14038816711.1264,"Cryptotis medellinia"
"1927","136268",790178169943.653,"Carollia sowelli"
"1928","136269",32614165369.9292,"Eulemur rufifrons"
"1930","136270",1050708810.51827,"Crocidura arispa"
"1931","136271",4577353029485.5,"Chlorocebus pygerythrus"
"1935","136272",308072877.260297,"Microcebus mittermeieri"
"1936","136273",89137182883.5384,"Notiosorex evotis"
"1937","136274",16165799327.3253,"Phyllomys mantiqueirensis"
"1938","136275",402718020611.193,"Eothenomys miletus"
"1939","136276",963856967049.349,"Cerradomys maracajuensis"
"1941","136277",316310672965.348,"Hydrochoerus isthmius"
"1942","136278",74072073269.4526,"Marmosops paulensis"
"1943","136279",109804595.848167,"Myotis annamiticus"
"1944","136280",4661405121.49678,"Mus fragilicauda"
"1945","136281",238064815.974546,"Ctenomys johannis"
"1946","136282",24366372352.9428,"Sorex rohweri"
"1947","136283",88944237615.8929,"Hylaeamys acritus"
"1948","136284",53277641338.9468,"Mesomys occultus"
"1949","136285",4374325019.67305,"Avahi peyrierasi"
"1950","136286",1479534232.15221,"Limnomys bryophilus"
"1952","136287",1054423354.53665,"Punomys kofordi"
"1953","136288",826292454.620358,"Myotis hajastanicus"
"1954","136289",1279694404.09977,"Ctenomys pilarensis"
"1955","136290",854544119776.58,"Mazama temama"
"1956","136291",3083225508853.2,"Chlorocebus cynosuros"
"1957","136292",330086545526.568,"Histiotus magellanicus"
"1958","136293",466618822.37052,"Muntiacus puhoatensis"
"1959","136294",850120616198.986,"Mico melanurus"
"1961","136295",227196552.935194,"Ctenomys coyhaiquensis"
"1962","136296",2222587541470.83,"Marmosops bishopi"
"1963","136297",2303447365451.05,"Tragulus kanchil"
"1968","136298",70458229.7263833,"Chodsigoa parva"
"1969","136299",2176556381.3644,"Cryptotis mera"
"1970","136301",31704082545.2893,"Mazama bricenii"
"1971","136302",14317813.1219349,"Abrocoma uspallata"
"1972","136303",7763213233.36876,"Lemmus portenkoi"
"1973","136304",58306814096.6199,"Calomys venustus"
"1974","136305",571004734.7212,"Trinomys mirapitanga"
"1975","136306",11021007211.026,"Lasiurus degelidus"
"1976","136308",9246195890.30431,"Ctenomys coludo"
"1977","136309",320401942.372051,"Rhynchocyon udzungwensis"
"1979","136311",584741211.667811,"Lepilemur wrightae"
"1980","136312",31628915936.1156,"Thomasomys praetor"
"1981","136313",42686471325.8016,"Dremomys gularis"
"1982","136316",1491975029.38086,"Eliurus petteri"
"1983","136317",632947998100.163,"Platyrrhinus nigellus"
"1984","136319",3641542521.91277,"Tarsius lariang"
"1985","136320",929157181.780631,"Melomys talaudium"
"1986","136321",102131700330.238,"Xeronycteris vieirai"
"1987","136322",15359820.3454362,"Zaglossus attenboroughi"
"1988","136323",145828307951.466,"Peromyscus beatae"
"1989","136324",115422816614.84,"Paramelomys naso"
"1991","136325",19813878.4000385,"Eliurus ellermani"
"1992","136326",705702773489.414,"Allactaga williamsi"
"1993","136327",222302340456.455,"Crocidura jouvenetae"
"1994","136328",14351082107.4237,"Nephelomys meridensis"
"1995","136330",2220494210.03,"Nesomys lambertoni"
"1996","136331",22675333164.2997,"Aconaemys porteri"
"1997","136332",236116252263.433,"Alouatta nigerrima"
"1999","136333",19152496614.2401,"Heteromys teleus"
"2000","136334",405507488.549637,"Abrocoma budini"
"2001","136335",2580988494.15579,"Avahi cleesei"
"2002","136336",180679752934.419,"Oligoryzomys moojeni"
"2003","136338",88348589325.1104,"Delomys collinus"
"2004","136339",19630437737.352,"Sorex ixtlanensis"
"2005","136340",2450554747.96993,"Sus oliveri"
"2006","136341",2460829323.48605,"Crocidura watasei"
"2007","136342",116871463.829427,"Tonkinomys daovantieni"
"2008","136343",85622507.7316269,"Congosorex phillipsorum"
"2009","136344",6029712132665.16,"Erinaceus roumanicus"
"2010","136345",13995296447.1528,"Thomasomys erro"
"2011","136346",2612563364422.57,"Sapajus libidinosus"
"2012","136347",1609318737.4249,"Microcebus danfossi"
"2013","136348",1933965071.57547,"Lonchophylla chocoana"
"2014","136349",416034891.477687,"Thomasomys vulcani"
"2015","136350",2377744823165.27,"Centronycteris centralis"
"2016","136351",3402118394.28502,"Epomophorus anselli"
"2018","136352",955497007605.329,"Neacomys paracou"
"2019","136354",142325846228.595,"Microtus majori"
"2020","136355",115402878392.15,"Thrichomys inermis"
"2021","136356",429470115278.188,"Dyacopterus brooksi"
"2022","136357",6378582515.24278,"Rhipidomys cariri"
"2023","136358",3493013377391.64,"Oecomys catherinae"
"2024","136359",227957005.523231,"Melomys paveli"
"2025","136360",1479888471.59123,"Tragulus versicolor"
"2026","136361",11431930453.2605,"Chaetodipus lineatus"
"2027","136362",73715536.7340254,"Apomys camiguinensis"
"2028","136363",2433276008880.67,"Natalus mexicanus"
"2029","136364",7309211899.71295,"Marmosops juninensis"
"2030","136365",439055461610.483,"Blarinella griselda"
"2031","136366",620911991049.005,"Sapajus cay"
"2032","136367",3306519578.24229,"Abrocoma famatina"
"2033","136369",1562640114.78994,"Avahi meridionalis"
"2034","13637",9897222826215.61,"Cynomops abrasus"
"2035","136370",10499293279.3852,"Ctenomys pundti"
"2036","136372",2540165005.1136,"Vandeleuria nilagirica"
"2037","136373",44170887367.1943,"Pteropus capistratus"
"2044","136374",46526995549.5129,"Dobsonia anderseni"
"2061","136375",921861541525.879,"Philander frenatus"
"2062","136376",6088117988.67425,"Lepilemur aeeclis"
"2063","136377",231907432820.655,"Calomyscus elburzensis"
"2064","136378",80808009675.3065,"Platyrrhinus matapalensis"
"2065","136379",49486632.198279,"Crocidura trichura"
"2066","13638",3326776902.56968,"Molossops aequatorianus"
"2067","136380",47739849435.2007,"Geomys attwateri"
"2068","136382",3884856038.78563,"Crocidura wuchihensis"
"2070","136384",6546621768.96735,"Hapalemur meridionalis"
"2072","136385",15959130135160,"Meles leucurus"
"2073","136386",48352478117.7008,"Nycticeius cubanus"
"2074","136387",553894321.536914,"Pteropus pelewensis"
"2076","136388",13298659.0923226,"Chrotomys sibuyanensis"
"2077","136389",26785848.2145226,"Cryptotis nelsoni"
"2078","13639",4472126119428.52,"Cynomops greenhalli"
"2079","136390",50586672.4351768,"Ctenomys osvaldoreigi"
"2080","136391",5132340116.75959,"Microtus schidlovskii"
"2081","136392",107295912.214671,"Monodelphis reigi"
"2082","136393",186331766204.058,"Chaerephon jobimena"
"2083","136394",826357258.820406,"Batomys russatus"
"2084","136395",1033727902072.89,"Didelphis pernigra"
"2085","136396",4185150396.57877,"Cratogeomys perotensis"
"2086","136397",3106640915.62548,"Pteropus cognatus"
"2089","136398",95421544334.8305,"Cryptotis merriami"
"2090","136399",10127468099.105,"Brachytarsomys villosa"
"2091","13640",6688970469326.14,"Molossops mattogrossensis"
"2092","136400",16102604180.7387,"Phyllomys lundi"
"2093","136402",1540060435.93708,"Brucepattersonius guarani"
"2094","136404",574799935.998829,"Monodelphis ronaldi"
"2095","136407",4162408624.05305,"Trinomys eliasi"
"2096","136409",3625805004025.67,"Murina hilgendorfi"
"2102","13641",3880034993739.4,"Molossops neglectus"
"2103","136410",4927496351.293,"Rhinolophus madurensis"
"2105","136411",45568071508.7479,"Myotis rufopictus"
